,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
674,249.0,119.0,218.0,73.0,13000.0,121468960.0,407601,13249,1.0,849.0,USA,PG-13,60000000.0,2002.0,147.0,7.9,2.35,0
675,137.0,130.0,258.0,345.0,394.0,106635996.0,199025,1784,2.0,416.0,Non USA,PG-13,58000000.0,1995.0,387.0,7.2,2.35,0
676,113.0,116.0,165.0,475.0,577.0,102678089.0,42705,2321,0.0,274.0,USA,R,95000000.0,1999.0,501.0,6.3,2.35,885
677,213.0,103.0,608.0,576.0,2000.0,125603360.0,667983,3698,1.0,877.0,USA,PG,60000000.0,1998.0,617.0,8.1,1.85,18000
678,120.0,99.0,59.0,145.0,770.0,101217900.0,91093,1195,2.0,353.0,USA,PG,70000000.0,1998.0,263.0,7.0,1.85,0
679,81.0,92.0,41.0,522.0,1000.0,104148781.0,49486,4050,1.0,116.0,USA,PG,60000000.0,2003.0,955.0,5.5,1.85,886
680,265.0,109.0,175.0,459.0,18000.0,75573300.0,156898,20148,1.0,172.0,USA,R,61000000.0,2013.0,497.0,6.7,2.35,22000
681,105.0,87.0,6.0,405.0,3000.0,93375151.0,46031,4171,0.0,235.0,USA,PG,60000000.0,2001.0,664.0,5.2,1.85,0
682,155.0,111.0,473.0,82.0,26000.0,106126012.0,285623,35084,6.0,497.0,USA,PG-13,60000000.0,2003.0,9000.0,7.0,2.35,0
683,118.0,101.0,30.0,268.0,1000.0,93307796.0,85673,2636,2.0,269.0,USA,PG-13,60000000.0,2002.0,976.0,6.1,1.85,0
684,131.0,83.0,35.0,754.0,13000.0,90646554.0,124641,25788,0.0,289.0,USA,PG,105000000.0,1998.0,11000.0,6.6,1.85,0
685,166.0,113.0,0.0,721.0,4000.0,109176215.0,83506,8172,6.0,144.0,USA,PG-13,60000000.0,2009.0,722.0,5.5,1.85,0
686,60.0,107.0,12000.0,695.0,10000.0,82670733.0,60476,14006,0.0,97.0,USA,PG-13,60000000.0,1990.0,3000.0,5.9,2.35,0
687,77.0,94.0,163.0,2000.0,12000.0,82569532.0,42737,20348,6.0,128.0,USA,PG,60000000.0,2005.0,3000.0,5.4,2.35,781
688,249.0,132.0,47.0,240.0,988.0,81687587.0,138246,2517,0.0,360.0,USA,PG-13,61000000.0,2015.0,960.0,6.4,2.35,24000
689,213.0,140.0,708.0,745.0,11000.0,80574010.0,63493,20440,1.0,302.0,USA,PG-13,60000000.0,2010.0,8000.0,5.7,1.85,26000
690,121.0,125.0,420.0,627.0,12000.0,75764085.0,85844,16646,1.0,322.0,USA,PG-13,60000000.0,2000.0,3000.0,6.7,2.35,0
691,315.0,111.0,124.0,357.0,13000.0,90356857.0,238916,24928,4.0,328.0,USA,PG-13,58000000.0,2010.0,11000.0,7.1,2.35,32000
692,171.0,156.0,0.0,1000.0,14000.0,75530832.0,97047,20761,5.0,452.0,USA,R,55000000.0,1999.0,2000.0,6.8,2.35,0
693,96.0,170.0,0.0,380.0,19000.0,75370763.0,32353,20683,0.0,263.0,USA,PG-13,60000000.0,1998.0,1000.0,6.5,1.85,0
694,299.0,120.0,0.0,680.0,10000.0,100003492.0,293662,13581,0.0,836.0,USA,R,65000000.0,2004.0,851.0,7.6,2.35,0
695,167.0,100.0,55.0,416.0,12000.0,90341670.0,102129,14611,4.0,432.0,USA,PG-13,60000000.0,2002.0,1000.0,5.5,2.35,0
696,125.0,115.0,13.0,579.0,2000.0,74540762.0,48753,4496,2.0,323.0,USA,PG-13,55000000.0,2004.0,1000.0,6.5,1.85,0
697,387.0,130.0,188.0,1000.0,10000.0,80033643.0,226570,16385,2.0,448.0,USA,PG-13,60000000.0,2012.0,3000.0,7.0,2.35,38000
698,199.0,105.0,212.0,811.0,1000.0,73648142.0,99043,3697,1.0,643.0,USA,R,60000000.0,1999.0,975.0,5.8,2.35,0
699,136.0,111.0,197.0,6.0,433.0,71844424.0,33158,679,0.0,223.0,USA,PG,60000000.0,2009.0,208.0,7.3,1.78,0
700,436.0,106.0,0.0,175.0,13000.0,75638743.0,180479,13634,4.0,411.0,USA,PG-13,60000000.0,2011.0,240.0,6.6,1.85,42000
701,73.0,89.0,18.0,226.0,658.0,66734992.0,23476,1233,0.0,181.0,USA,PG,60000000.0,2003.0,257.0,4.4,2.35,858
702,310.0,100.0,253.0,57.0,309.0,75280058.0,143121,647,1.0,279.0,USA,PG,60000000.0,2009.0,229.0,7.7,1.85,10000
703,323.0,91.0,0.0,751.0,11000.0,64505912.0,163130,13654,0.0,1264.0,USA,R,48000000.0,2008.0,946.0,5.0,1.85,6000
704,171.0,146.0,12000.0,451.0,18000.0,77862546.0,266310,20454,2.0,690.0,USA,R,70000000.0,2004.0,992.0,7.7,2.35,14000
705,76.0,98.0,48.0,722.0,21000.0,61112916.0,14888,24664,0.0,83.0,USA,PG,50000000.0,2006.0,936.0,4.4,2.35,747
706,173.0,101.0,480.0,767.0,881.0,88200225.0,120795,3943,5.0,308.0,USA,PG-13,60000000.0,2004.0,869.0,6.1,2.35,0
707,81.0,94.0,32.0,626.0,854.0,60573641.0,68406,4530,1.0,162.0,USA,PG,60000000.0,1996.0,628.0,5.4,1.85,0
708,242.0,132.0,0.0,160.0,366.0,59035104.0,244566,1112,1.0,597.0,USA,PG-13,66000000.0,2004.0,334.0,6.8,1.85,0
709,110.0,115.0,234.0,521.0,3000.0,56702901.0,23302,4713,1.0,181.0,USA,PG-13,60000000.0,1998.0,552.0,6.5,2.35,1000
710,328.0,92.0,28.0,586.0,10000.0,55994557.0,72287,13597,0.0,176.0,USA,PG,60000000.0,2012.0,884.0,7.0,2.35,12000
711,83.0,124.0,105.0,460.0,24000.0,54910560.0,88225,38227,0.0,227.0,USA,R,60000000.0,1997.0,13000.0,6.3,2.35,0
712,196.0,119.0,610.0,716.0,834.0,53789313.0,89816,3637,0.0,347.0,USA,PG-13,60000000.0,2003.0,780.0,6.3,2.35,0
713,34.0,124.0,50.0,672.0,1000.0,51045801.0,11370,3653,2.0,54.0,USA,PG-13,60000000.0,1996.0,944.0,6.1,1.85,829
714,118.0,93.0,18.0,903.0,9000.0,50818750.0,31209,13403,0.0,106.0,Non USA,G,60000000.0,2008.0,2000.0,6.1,2.35,0
715,81.0,98.0,11.0,107.0,966.0,50189179.0,61966,2018,2.0,207.0,USA,PG-13,60000000.0,2002.0,680.0,5.3,1.85,797
716,47.0,92.0,14.0,488.0,789.0,50024083.0,35918,2318,1.0,126.0,USA,R,60000000.0,1995.0,520.0,5.4,1.85,1000
717,313.0,105.0,0.0,288.0,539.0,50549107.0,99035,1411,3.0,289.0,USA,PG-13,60000000.0,2014.0,394.0,6.2,2.35,17000
718,315.0,124.0,737.0,14000.0,34000.0,56443482.0,75329,75793,3.0,256.0,USA,PG-13,60000000.0,2015.0,22000.0,6.6,1.85,24000
719,225.0,99.0,24.0,864.0,18000.0,62401264.0,69484,20276,3.0,323.0,Non USA,R,60000000.0,2016.0,992.0,5.9,2.35,28000
720,223.0,116.0,0.0,672.0,1000.0,47748610.0,170179,3090,0.0,656.0,USA,R,75000000.0,1997.0,720.0,6.3,2.35,0
721,198.0,124.0,845.0,295.0,650.0,46975183.0,256213,1640,0.0,338.0,USA,R,61000000.0,2007.0,467.0,7.2,2.35,0
722,219.0,96.0,7.0,642.0,874.0,50807639.0,40883,3151,3.0,122.0,USA,PG,60000000.0,2014.0,668.0,6.8,1.85,11000
723,92.0,104.0,165.0,944.0,1000.0,46611204.0,55749,4294,1.0,257.0,USA,PG-13,48000000.0,1998.0,967.0,6.1,2.35,0
724,435.0,100.0,97.0,2000.0,11000.0,257756197.0,246698,22128,0.0,471.0,Non USA,PG,60000000.0,2014.0,8000.0,7.8,2.35,64000
725,111.0,115.0,11.0,642.0,1000.0,48472213.0,51252,4305,2.0,156.0,USA,PG-13,45000000.0,2005.0,759.0,5.0,2.35,621
726,138.0,101.0,38.0,11000.0,23000.0,43060566.0,107859,53024,0.0,569.0,USA,PG-13,60000000.0,2002.0,18000.0,6.2,2.35,0
727,415.0,113.0,181.0,300.0,33000.0,45996718.0,173530,34738,3.0,264.0,USA,R,60000000.0,2013.0,301.0,6.7,2.35,40000
728,170.0,100.0,11000.0,485.0,10000.0,43337279.0,76770,12258,2.0,203.0,USA,PG-13,60000000.0,2009.0,1000.0,4.9,1.85,0
729,306.0,134.0,16000.0,204.0,13000.0,37479778.0,124222,24458,1.0,259.0,USA,PG-13,60000000.0,2009.0,11000.0,7.4,2.35,23000
730,211.0,125.0,209.0,896.0,8000.0,40559930.0,41727,10623,0.0,184.0,USA,PG-13,60000000.0,2009.0,1000.0,6.2,2.35,0
731,49.0,94.0,80.0,230.0,1000.0,36830057.0,10883,2151,2.0,73.0,USA,PG,65000000.0,1999.0,417.0,4.9,1.85,448
732,161.0,107.0,69.0,206.0,310.0,36279230.0,42144,1352,0.0,213.0,USA,PG-13,60000000.0,2006.0,219.0,6.1,2.35,690
733,156.0,91.0,2.0,480.0,12000.0,42194060.0,41259,22668,1.0,72.0,Non USA,PG,70000000.0,2009.0,10000.0,6.1,2.35,0
734,172.0,116.0,53.0,906.0,27000.0,43119879.0,58450,31224,0.0,842.0,USA,PG-13,60000000.0,2002.0,1000.0,6.4,2.35,0
735,161.0,100.0,0.0,210.0,436.0,35096190.0,76560,1395,1.0,322.0,USA,PG-13,60000000.0,2003.0,399.0,6.3,1.85,0
736,258.0,117.0,258.0,896.0,2000.0,43290977.0,75201,7053,1.0,256.0,Non USA,R,80000000.0,2010.0,1000.0,6.6,2.35,0
737,95.0,110.0,0.0,308.0,510.0,33927476.0,19176,1976,0.0,165.0,Non USA,R,40000000.0,1997.0,344.0,5.7,2.35,956
738,105.0,96.0,11000.0,236.0,22000.0,32122249.0,69319,22889,1.0,138.0,USA,R,60000000.0,2002.0,394.0,5.9,1.85,846
739,198.0,101.0,50.0,1000.0,22000.0,40076438.0,73368,38809,2.0,248.0,USA,R,60000000.0,2008.0,14000.0,6.0,2.35,0
740,79.0,111.0,17.0,652.0,13000.0,32940507.0,54314,16536,1.0,127.0,USA,R,60000000.0,1998.0,968.0,6.1,2.35,0
741,210.0,117.0,456.0,569.0,21000.0,31670931.0,44099,23745,0.0,143.0,Non USA,PG-13,60000000.0,2009.0,939.0,6.7,2.35,0
742,125.0,126.0,0.0,9000.0,13000.0,30695227.0,45296,34774,3.0,267.0,USA,PG-13,60000000.0,2000.0,10000.0,6.7,1.85,0
743,149.0,152.0,488.0,947.0,22000.0,32522352.0,207287,36897,1.0,822.0,USA,R,60000000.0,2000.0,11000.0,7.9,1.85,15000
744,77.0,101.0,93.0,218.0,287.0,26082914.0,51349,993,2.0,213.0,USA,PG-13,87000000.0,2005.0,233.0,4.3,2.35,0
745,225.0,87.0,124.0,77.0,865.0,29136626.0,97089,1417,0.0,233.0,USA,PG-13,60000000.0,2011.0,441.0,5.7,2.35,20000
746,98.0,85.0,0.0,82.0,11000.0,26288320.0,36144,11301,0.0,91.0,USA,PG,60000000.0,2003.0,102.0,6.7,1.66,880
747,172.0,130.0,545.0,552.0,722.0,26616590.0,120416,2525,0.0,857.0,Non USA,R,60000000.0,1997.0,585.0,6.7,2.35,10000
748,117.0,104.0,293.0,256.0,780.0,30063805.0,31788,2109,0.0,243.0,USA,PG-13,60000000.0,2002.0,265.0,6.1,2.35,0
749,240.0,121.0,0.0,854.0,19000.0,22518325.0,63363,22833,0.0,644.0,Non USA,R,50000000.0,2006.0,972.0,5.6,2.35,0
750,123.0,140.0,23.0,579.0,11000.0,13082288.0,35565,12634,1.0,247.0,Non USA,PG-13,60000000.0,2006.0,779.0,6.6,2.35,2000
751,110.0,131.0,37.0,507.0,968.0,18208078.0,57100,3012,3.0,281.0,USA,R,60000000.0,2001.0,848.0,6.9,2.35,0
752,100.0,91.0,394.0,68.0,889.0,14218868.0,14596,1262,0.0,282.0,USA,PG-13,65000000.0,2000.0,290.0,4.8,2.35,589
753,189.0,118.0,167.0,778.0,20000.0,22451.0,41288,22447,0.0,126.0,USA,PG-13,60000000.0,2014.0,882.0,6.2,2.35,17000
754,212.0,130.0,91.0,1000.0,5000.0,31165421.0,107028,10247,3.0,457.0,USA,PG-13,60000000.0,2013.0,2000.0,6.0,2.35,44000
755,127.0,90.0,48.0,196.0,973.0,11802056.0,31640,1865,1.0,109.0,USA,PG,60000000.0,2008.0,400.0,4.9,1.85,791
756,196.0,103.0,179.0,87.0,794.0,25472967.0,44966,1467,2.0,411.0,USA,PG-13,30000000.0,2005.0,329.0,5.6,2.35,0
757,115.0,122.0,2000.0,1000.0,11000.0,22362500.0,35599,15275,0.0,195.0,USA,PG-13,55000000.0,1999.0,1000.0,6.1,1.85,641
758,161.0,106.0,34.0,466.0,3000.0,17281832.0,60232,5329,3.0,110.0,Non USA,PG,60000000.0,2008.0,1000.0,6.1,2.35,0
759,223.0,103.0,436.0,437.0,19000.0,19781879.0,53864,20881,1.0,290.0,USA,PG-13,60000000.0,2008.0,961.0,4.8,2.35,2000
760,181.0,107.0,192.0,280.0,40000.0,7605668.0,47320,42683,2.0,188.0,Non USA,R,60000000.0,2015.0,2000.0,5.5,2.35,12000
761,140.0,156.0,892.0,102.0,26000.0,4535117.0,38398,26564,3.0,368.0,Non USA,PG-13,60000000.0,2007.0,368.0,3.8,2.35,0
762,54.0,127.0,258.0,617.0,11000.0,4426297.0,22570,12947,2.0,156.0,USA,R,35000000.0,2003.0,708.0,6.5,2.35,0
763,81.0,132.0,131.0,242.0,11000.0,10166502.0,18209,12133,0.0,183.0,USA,R,80000000.0,2005.0,298.0,6.7,2.35,0
764,579.0,108.0,84.0,361.0,16000.0,363024263.0,479047,18239,0.0,1058.0,USA,R,58000000.0,2016.0,805.0,8.1,2.35,117000
765,56.0,114.0,65.0,440.0,743.0,12065985.0,16260,2367,1.0,88.0,USA,PG,60000000.0,1998.0,730.0,4.9,2.35,296
766,490.0,133.0,16000.0,318.0,14000.0,350123553.0,325264,16277,0.0,916.0,USA,R,58800000.0,2014.0,962.0,7.3,2.35,112000
767,218.0,103.0,11.0,543.0,2000.0,80021740.0,47968,5497,4.0,154.0,USA,PG,58000000.0,2015.0,1000.0,6.4,2.35,35000
768,142.0,95.0,70.0,512.0,970.0,48291624.0,82819,2876,1.0,263.0,USA,PG-13,58000000.0,2005.0,834.0,6.7,1.85,0
769,57.0,90.0,32.0,809.0,1000.0,35231365.0,15517,6299,0.0,85.0,USA,PG,60000000.0,2000.0,891.0,3.6,1.85,500
770,84.0,87.0,10.0,349.0,13000.0,53715611.0,92106,14574,1.0,171.0,USA,R,63000000.0,1988.0,1000.0,5.7,2.35,2000
771,186.0,114.0,0.0,110.0,142.0,31199215.0,27664,589,8.0,120.0,USA,PG-13,58000000.0,2008.0,117.0,6.0,1.85,472
772,133.0,103.0,30.0,727.0,963.0,29580087.0,29523,3150,2.0,121.0,USA,PG-13,58000000.0,2009.0,935.0,4.7,2.35,0
773,246.0,125.0,189.0,839.0,1000.0,44665963.0,159931,5081,2.0,281.0,USA,PG-13,58000000.0,2013.0,847.0,6.3,2.35,22000
774,253.0,97.0,545.0,529.0,14000.0,60128566.0,131447,16098,1.0,410.0,Non USA,R,60000000.0,2010.0,1000.0,5.9,2.35,19000
775,144.0,125.0,143.0,519.0,1000.0,49875589.0,28807,4416,0.0,273.0,USA,PG-13,58000000.0,2012.0,664.0,5.9,2.35,0
776,117.0,136.0,138.0,9000.0,18000.0,60984028.0,259519,45271,2.0,431.0,USA,R,57000000.0,1997.0,14000.0,7.5,2.35,11000
777,157.0,116.0,51.0,622.0,11000.0,36931089.0,70681,16484,2.0,198.0,USA,R,70000000.0,2012.0,3000.0,5.6,2.35,12000
778,60.0,103.0,357.0,40.0,2000.0,51317350.0,78343,2710,0.0,139.0,USA,PG-13,57000000.0,1996.0,663.0,6.4,2.35,0
779,117.0,97.0,420.0,455.0,4000.0,28328132.0,38298,9814,2.0,147.0,USA,PG-13,58000000.0,2004.0,3000.0,6.3,2.35,782
780,287.0,96.0,83.0,1000.0,12000.0,51774002.0,87745,16121,1.0,331.0,USA,PG-13,57000000.0,2011.0,1000.0,4.3,2.35,18000
781,96.0,131.0,108.0,58.0,23000.0,25528495.0,28099,23325,2.0,220.0,Non USA,R,57000000.0,2001.0,243.0,5.9,2.35,0
782,125.0,95.0,163.0,650.0,14000.0,113006880.0,66308,16884,0.0,225.0,Non USA,PG,56000000.0,2005.0,799.0,5.5,2.35,0
783,117.0,86.0,10.0,348.0,12000.0,45860039.0,53118,14146,1.0,221.0,USA,PG-13,56000000.0,2004.0,795.0,6.2,2.35,0
784,149.0,142.0,0.0,194.0,15000.0,329691196.0,1251222,15700,0.0,1398.0,USA,PG-13,55000000.0,1994.0,294.0,8.8,2.35,59000
785,131.0,92.0,25.0,639.0,1000.0,217326336.0,57276,2847,0.0,146.0,USA,PG,60000000.0,2007.0,718.0,5.2,1.85,0
786,150.0,108.0,116.0,708.0,22000.0,166225040.0,260442,24286,2.0,507.0,USA,PG-13,55000000.0,2000.0,713.0,7.0,1.85,0
787,92.0,84.0,12.0,752.0,23000.0,141600000.0,119675,26754,1.0,216.0,USA,G,55000000.0,1995.0,2000.0,6.6,1.78,0
788,169.0,188.0,503.0,467.0,10000.0,134218018.0,126357,12940,0.0,497.0,USA,PG,55000000.0,1978.0,593.0,7.3,2.35,0
789,57.0,95.0,293.0,744.0,851.0,128769345.0,86556,3155,1.0,99.0,USA,PG-13,54000000.0,1996.0,773.0,5.6,1.85,960
790,171.0,118.0,72.0,681.0,10000.0,177575142.0,244840,13426,1.0,372.0,USA,PG-13,70000000.0,2005.0,975.0,6.6,2.35,0
791,53.0,92.0,39.0,458.0,3000.0,105263257.0,56168,4518,0.0,103.0,USA,PG,55000000.0,1997.0,562.0,5.4,1.85,5000
792,153.0,74.0,58.0,729.0,3000.0,104354205.0,162331,5713,3.0,332.0,USA,R,55000000.0,2003.0,864.0,6.3,2.35,0
793,491.0,134.0,521.0,186.0,15000.0,107100855.0,323353,16281,0.0,527.0,USA,PG-13,55000000.0,2013.0,535.0,7.9,2.35,65000
794,247.0,101.0,189.0,7000.0,15000.0,98711404.0,127571,39822,2.0,207.0,USA,PG-13,55000000.0,2010.0,11000.0,6.3,2.35,0
795,26.0,100.0,52.0,394.0,795.0,100328194.0,85903,2638,0.0,92.0,USA,PG,50000000.0,1995.0,419.0,6.0,1.85,0
796,292.0,132.0,845.0,683.0,18000.0,101530738.0,229574,37605,0.0,436.0,USA,R,55000000.0,2014.0,17000.0,7.2,2.35,56000
797,114.0,105.0,61.0,708.0,5000.0,93815117.0,68417,7184,2.0,242.0,USA,PG-13,55000000.0,2002.0,827.0,5.1,2.35,0
798,82.0,123.0,12000.0,665.0,18000.0,91400000.0,81026,30132,0.0,194.0,USA,R,53000000.0,1995.0,10000.0,7.3,2.35,0
799,201.0,117.0,125.0,168.0,10000.0,162586036.0,338383,11036,0.0,611.0,USA,PG-13,55000000.0,2006.0,617.0,8.0,2.35,32000
800,231.0,98.0,124.0,354.0,931.0,89706988.0,126746,2287,1.0,600.0,USA,PG-13,55000000.0,2005.0,507.0,6.2,2.35,0
801,55.0,128.0,272.0,383.0,2000.0,83000000.0,36587,3888,0.0,95.0,USA,R,55000000.0,1994.0,812.0,6.0,2.35,0
802,110.0,114.0,52.0,539.0,12000.0,78745923.0,94407,13905,1.0,322.0,Non USA,PG-13,55000000.0,1998.0,702.0,6.7,2.35,0
803,354.0,111.0,16000.0,640.0,926.0,70098138.0,735784,3983,0.0,2105.0,USA,R,30000000.0,2003.0,890.0,8.1,2.35,13000
804,140.0,85.0,0.0,490.0,21000.0,66365290.0,56874,22458,2.0,358.0,USA,PG-13,55000000.0,1999.0,860.0,6.4,1.37,0
805,304.0,137.0,16000.0,348.0,890.0,66207920.0,512749,1959,0.0,935.0,USA,R,30000000.0,2004.0,387.0,8.0,2.35,0
806,45.0,97.0,96.0,403.0,13000.0,63408614.0,75365,14432,1.0,149.0,USA,R,55000000.0,1989.0,549.0,6.3,2.35,0
807,49.0,104.0,0.0,812.0,13000.0,58422650.0,78974,25599,3.0,173.0,USA,PG-13,55000000.0,1992.0,11000.0,6.4,1.85,8000
808,146.0,110.0,9.0,95.0,485.0,56932305.0,96690,939,2.0,293.0,USA,PG-13,55000000.0,2000.0,110.0,6.6,2.35,0
809,60.0,133.0,53.0,263.0,1000.0,68750000.0,40858,2916,0.0,144.0,USA,R,55000000.0,1996.0,780.0,6.4,2.35,0
810,189.0,94.0,70.0,497.0,1000.0,68218041.0,67191,2820,1.0,108.0,USA,PG,55000000.0,2011.0,549.0,6.0,1.85,14000
811,206.0,104.0,50.0,947.0,5000.0,25040293.0,88049,7247,0.0,279.0,USA,PG-13,55000000.0,2008.0,962.0,6.6,2.35,0
812,118.0,91.0,39.0,562.0,1000.0,55747724.0,18042,3104,1.0,73.0,USA,PG,55000000.0,2013.0,591.0,5.9,1.85,0
813,210.0,145.0,21000.0,243.0,534.0,55473600.0,207686,1543,0.0,776.0,USA,R,50000000.0,1992.0,273.0,6.4,2.35,0
814,76.0,135.0,317.0,34.0,57.0,49994804.0,29205,164,1.0,194.0,USA,PG,55000000.0,1996.0,40.0,6.3,2.35,0
815,149.0,122.0,287.0,135.0,22000.0,41609593.0,145422,24270,2.0,572.0,Non USA,R,55000000.0,1998.0,2000.0,7.3,2.35,0
816,62.0,110.0,81.0,163.0,1000.0,38553833.0,46239,1752,0.0,155.0,USA,R,55000000.0,1996.0,416.0,6.8,2.35,0
817,224.0,95.0,17.0,594.0,838.0,76137505.0,49207,3697,0.0,174.0,Non USA,PG,55000000.0,2014.0,722.0,7.2,2.35,30000
818,265.0,102.0,82.0,537.0,622.0,34350553.0,104066,2488,4.0,207.0,USA,R,68000000.0,2012.0,591.0,5.7,2.35,15000
819,135.0,94.0,607.0,215.0,933.0,34238611.0,35830,2248,1.0,321.0,USA,R,55000000.0,2003.0,518.0,6.0,1.85,0
820,100.0,126.0,226.0,241.0,12000.0,34098563.0,27191,13406,1.0,232.0,USA,R,55000000.0,1999.0,509.0,6.5,2.35,0
821,123.0,118.0,101.0,327.0,13000.0,33828318.0,44453,14036,2.0,154.0,USA,PG-13,55000000.0,2003.0,390.0,5.8,2.35,0
822,164.0,99.0,3.0,490.0,8000.0,33472850.0,67005,10026,3.0,119.0,USA,R,55000000.0,2008.0,509.0,5.8,2.35,0
823,238.0,88.0,91.0,591.0,4000.0,31051126.0,36877,6254,0.0,101.0,Non USA,PG,55000000.0,2012.0,796.0,6.7,2.35,0
824,264.0,141.0,16000.0,539.0,11000.0,35707327.0,199056,12840,0.0,387.0,USA,R,55000000.0,2008.0,963.0,7.8,2.35,14000
825,47.0,107.0,99.0,581.0,18000.0,20550712.0,40346,31014,1.0,95.0,USA,PG-13,50000000.0,1996.0,11000.0,5.6,1.85,1000
826,50.0,116.0,12000.0,552.0,22000.0,18573791.0,38533,24618,3.0,89.0,USA,R,55000000.0,1996.0,617.0,5.8,2.35,0
827,153.0,143.0,541.0,530.0,18000.0,51225796.0,96654,20660,0.0,2047.0,Non USA,PG-13,70000000.0,2004.0,893.0,7.4,2.35,0
828,202.0,114.0,159.0,877.0,13000.0,16264475.0,54787,16899,1.0,216.0,Non USA,PG-13,55000000.0,2007.0,2000.0,6.9,1.85,0
829,178.0,93.0,45.0,352.0,9000.0,25857987.0,110614,10185,0.0,532.0,USA,PG-13,62000000.0,2005.0,460.0,5.5,2.35,0
830,84.0,280.0,33.0,67.0,789.0,12870569.0,13215,1671,0.0,497.0,USA,PG-13,56000000.0,2003.0,640.0,6.3,2.35,953
831,44.0,100.0,0.0,745.0,995.0,11466088.0,8983,3952,0.0,84.0,USA,R,71000000.0,1997.0,879.0,4.7,2.35,316
832,93.0,107.0,11.0,506.0,939.0,16088610.0,10417,3742,2.0,39.0,USA,PG,55000000.0,2009.0,605.0,5.6,2.35,610
833,277.0,119.0,33.0,518.0,3000.0,51178893.0,24285,6089,4.0,110.0,USA,PG,50000000.0,2014.0,2000.0,6.4,1.85,10000
834,76.0,95.0,906.0,287.0,956.0,6768055.0,11148,2260,0.0,229.0,Non USA,PG,57000000.0,2004.0,579.0,4.2,1.85,437
835,197.0,119.0,59.0,676.0,2000.0,39440655.0,61680,4315,1.0,222.0,USA,PG-13,55000000.0,2010.0,828.0,6.4,2.35,19000
836,186.0,133.0,0.0,46.0,226.0,6167817.0,62607,405,1.0,239.0,Non USA,R,47000000.0,2004.0,52.0,7.7,2.35,0
837,224.0,117.0,0.0,845.0,12000.0,81645152.0,158267,15371,1.0,559.0,USA,R,54000000.0,2002.0,919.0,6.7,1.85,0
838,202.0,123.0,125.0,835.0,10000.0,69951824.0,232710,14727,1.0,599.0,USA,PG-13,55000000.0,2008.0,3000.0,7.7,2.35,26000
839,279.0,92.0,394.0,565.0,13000.0,9483821.0,39247,25418,3.0,131.0,USA,R,55000000.0,2012.0,11000.0,5.7,1.85,10000
840,110.0,170.0,0.0,889.0,14000.0,66676062.0,267980,16949,1.0,545.0,USA,R,54000000.0,1990.0,1000.0,7.6,1.85,0
841,190.0,123.0,488.0,2000.0,5000.0,26838389.0,58658,12700,0.0,495.0,USA,PG-13,57000000.0,2005.0,4000.0,6.4,1.85,0
842,136.0,110.0,94.0,240.0,277.0,75604320.0,68417,847,1.0,195.0,USA,PG-13,54000000.0,2006.0,245.0,5.6,1.85,0
843,121.0,116.0,44.0,420.0,593.0,108200000.0,76331,2908,4.0,269.0,USA,PG,54000000.0,1980.0,467.0,6.8,2.35,0
844,131.0,121.0,102.0,43.0,117.0,5660084.0,41620,286,0.0,418.0,USA,R,54000000.0,2003.0,62.0,2.4,2.35,2000
845,127.0,128.0,234.0,581.0,14000.0,7221458.0,20740,27614,0.0,178.0,Non USA,PG-13,55000000.0,2006.0,12000.0,6.2,1.85,0
846,160.0,99.0,309.0,577.0,23000.0,70327868.0,58416,26527,0.0,301.0,Non USA,R,46000000.0,2000.0,1000.0,5.9,2.35,0
847,78.0,94.0,383.0,753.0,4000.0,58297830.0,86347,6017,1.0,191.0,USA,G,50000000.0,1997.0,808.0,7.1,2.35,0
848,209.0,127.0,1000.0,653.0,1000.0,57386369.0,224013,2601,1.0,2319.0,USA,PG-13,52500000.0,2001.0,691.0,7.6,2.35,10000
849,98.0,89.0,17.0,303.0,12000.0,45207112.0,21283,13390,1.0,190.0,USA,PG-13,53000000.0,2001.0,708.0,5.5,2.35,361
850,391.0,123.0,108.0,3000.0,40000.0,62563543.0,115216,63769,7.0,289.0,USA,R,53000000.0,2015.0,19000.0,7.0,2.35,44000
851,279.0,135.0,16000.0,310.0,23000.0,33574332.0,101221,24468,0.0,415.0,USA,R,90000000.0,2006.0,638.0,7.1,2.35,0
852,216.0,118.0,473.0,963.0,18000.0,73343413.0,217480,22517,0.0,429.0,USA,R,50000000.0,2009.0,1000.0,7.4,2.35,21000
853,250.0,189.0,0.0,1000.0,16000.0,25031037.0,155496,22186,0.0,532.0,USA,R,53000000.0,2007.0,3000.0,7.6,2.35,0
854,78.0,172.0,438.0,466.0,852.0,22843047.0,6082,2397,1.0,207.0,USA,R,55000000.0,1998.0,637.0,5.9,1.85,853
855,106.0,124.0,161.0,681.0,21000.0,5755286.0,18310,26334,1.0,63.0,USA,PG-13,55000000.0,2007.0,3000.0,5.9,2.35,672
856,194.0,141.0,14000.0,3000.0,29000.0,164435221.0,525801,48153,0.0,667.0,USA,PG-13,52000000.0,2002.0,15000.0,8.0,1.85,15000
